,segmento,n_seg_grupo,n_seg,n_grupo,total,per_grupo_seg,per_grupo_total,diferenca,diferenca_abs,converteu
143,- FEMALE a ate 24 anos RN,87,170,380041,866578,0.5117647058823529,0.4385537135722347,0.07321099231011818,0.07321099231011818,1.0
474,- SEX SHOP / LOJAS DE MÁGICAS ARTIGOS PARA FEST,92,145,486537,866578,0.6344827586206897,0.5614462864277653,0.07303647219292442,0.07303647219292442,0.0
475,- SEX SHOP / LOJAS DE MÁGICAS ARTIGOS PARA FEST,53,145,380041,866578,0.36551724137931035,0.4385537135722347,-0.07303647219292436,0.07303647219292436,1.0
6,- Solteiro,12783,20164,486537,866578,0.633951596905376,0.5614462864277653,0.07250531047761066,0.07250531047761066,0.0
7,- Solteiro,7381,20164,380041,866578,0.3660484030946241,0.4385537135722347,-0.07250531047761061,0.07250531047761061,1.0
24,- ANALISTA DE NÍVEL TÉCNICO,76,120,486537,866578,0.6333333333333333,0.5614462864277653,0.07188704690556802,0.07188704690556802,0.0
358,- FEMALE b 25-34 anos PA NORTE Solteiro,57,90,486537,866578,0.6333333333333333,0.5614462864277653,0.07188704690556802,0.07188704690556802,0.0
28,- PB,777,1227,486537,866578,0.6332518337408313,0.5614462864277653,0.07180554731306599,0.07180554731306599,0.0
29,- PB,450,1227,380041,866578,0.36674816625916873,0.4385537135722347,-0.07180554731306599,0.07180554731306599,1.0
86,- CASAS DE CAMBIO,299,586,380041,866578,0.5102389078498294,0.4385537135722347,0.07168519427759468,0.07168519427759468,1.0
85,- CASAS DE CAMBIO,287,586,486537,866578,0.48976109215017066,0.5614462864277653,-0.07168519427759462,0.07168519427759462,0.0
304,- FEMALE b 25-34 anos CE NORDESTE Solteiro,218,345,486537,866578,0.6318840579710145,0.5614462864277653,0.07043777154324926,0.07043777154324926,0.0
305,- FEMALE b 25-34 anos CE NORDESTE Solteiro,127,345,380041,866578,0.3681159420289855,0.4385537135722347,-0.0704377715432492,0.0704377715432492,1.0
1079,- MALE a ate 24 anos MG SUDESTE Solteiro,126,342,380041,866578,0.3684210526315789,0.4385537135722347,-0.07013266094065579,0.07013266094065579,1.0
1078,- MALE a ate 24 anos MG SUDESTE Solteiro,216,342,486537,866578,0.631578947368421,0.5614462864277653,0.07013266094065573,0.07013266094065573,0.0
212,- FUNCIONÁRIO PÚBLICO,141,382,380041,866578,0.36910994764397903,0.4385537135722347,-0.06944376592825569,0.06944376592825569,1.0
211,- FUNCIONÁRIO PÚBLICO,241,382,486537,866578,0.6308900523560209,0.5614462864277653,0.06944376592825563,0.06944376592825563,0.0
